phi1 ,Phi ,phi2
3.01474852241578,2.03042991919145,4.00468007269961
2.83187249963623,1.94531988992907,0.0761464478448142
4.41486167628106,1.90658517888972,6.07707713136227
6.10435366721204,1.45145582484609,3.1830353106384
5.00211979805495,2.16269144718615,0.123975937222525
6.12660066464278,1.25280938643767,1.17663173186721
3.34932614701969,1.83904641876555,4.32670556101685
0.22589622434616,1.83887737656901,0.229337990110539
2.77927307862787,1.01544388745525,1.75666874260823
2.8015260989958,1.88703672705238,2.69987736041824
6.2167424050196,0.99707780715448,1.8020358474367
2.24481719886197,2.58965999157585,0.904601865866574
3.98107246453711,0.908740240903657,4.048904891895
3.77417993701185,0.489996060466754,2.20736977797471
5.54977745085101,0.984904787724115,3.80370491983638
2.80572108803742,2.37068646018863,1.59674280190219
0.00698560114183544,2.25405107869805,4.88997220902787
4.99148481887817,1.84089743719339,2.70789244019972
5.84438325073533,2.30283911493956,3.21881398356537
1.47770376130304,1.7528365544689,2.33748457244895
4.50886510166623,2.88586855272567,3.61781480779591
6.18026088646269,1.18829181886605,3.26434407821622
4.93490565491933,0.865717670036225,6.13339526749872
4.94339588076625,1.55186294046674,5.12649218092582
4.79736865740663,1.44946838185316,3.43264568292074
2.95536154822098,1.47865045925592,4.04394351126912
1.66719393303959,1.59750920053274,0.774322664276938
5.81579320207643,1.32261505452089,5.10383502574254
4.49686225348104,1.6176379848175,2.09105127320765
2.37354064800067,0.844180642953855,1.80608583309256
1.92062676152181,1.71403791967934,4.25858660613593
1.49932625748436,1.46919137646422,5.4571378139711
1.33723139633104,1.64116783757839,1.89655825739501
3.52859238255902,1.44529406523301,2.80253882044661
3.04634314160716,1.808459106315,1.40386203396163
0.233000769274582,2.18723181508758,5.09530557377847
3.0086281476254,2.9538535275563,2.72891854929094
3.44848376693806,1.64885063599904,2.1217257418741
4.57369799459818,1.65656178821213,1.45013379238641
0.0941372768780351,1.25464482461452,4.00099767490644
0.263559865220525,0.735780610714115,4.38687895792632
2.27573657986399,0.912397331356276,0.451621493402738
4.56985760529238,1.6092913709915,1.29265276972593
6.23307459083152,1.14271392861153,1.96877044382529
4.83260057890372,1.66294233855965,1.69213329177564
0.481626269822405,0.572940775541858,6.26306892391493
1.76953060009219,1.35095424564187,3.15861510655684
3.1214894667758,2.01262073449856,1.68569056218896
3.48268338620898,1.39772836718935,4.49892153200996
4.73863392499534,1.45633042905015,3.47344597733578
5.79935579007559,2.49730254797476,2.8408812621616
5.85551548681639,1.71239083291819,6.04446381477059
5.74586524913221,0.611562294182427,3.45426880053923
3.29882218328005,2.44566522250693,2.13948367528084
3.23216032907694,1.69554087467086,4.0663989268727
4.67592505927954,1.49006546282067,4.66256781806862
3.0697648771416,2.38132546211411,3.56560595547621
6.11060925520368,1.64644615403803,4.89249372342667
0.102117056304637,1.44283319921472,1.55734473496126
4.98088254801813,0.344891155620292,4.56232802704094
0.208570690869477,1.29377596246918,3.35751532599705
6.17727413976482,1.17750864387575,2.99502372889451
2.19048655122158,0.908409372630161,4.75457338051556
3.15131363267171,2.03442146843996,1.40462950514358
2.78654109823902,1.33231023201621,5.04404048331529
2.72356367127689,2.64824203640796,6.10474812781625
4.52406419627787,2.098000382697,2.29436388724851
3.25413636672552,1.44693497669307,3.67963954754029
4.61771929256566,1.4849217882924,3.59205274186216
5.95387311132666,1.09628981547144,0.836802806196532
3.67752550594137,2.61198945378705,4.94458667448673
3.10564532694652,0.747687405725247,1.36521989195359
0.10059987713618,1.26170132574457,1.25440553290597
4.13556390107978,1.3101764814536,0.911325614557725
4.57015885636457,1.54122137239124,4.70948277365264
4.15047265066418,2.75438762223159,4.4426989914705
5.65011562872262,2.22235610753557,2.8797901556573
1.76335421689406,1.59744137857142,5.09219837365817
2.93491688420516,1.42929814819012,1.6772256926253
1.06139469539788,0.530414297862625,3.87633824363575
3.24780528686524,0.340411639065936,2.9873284760893
1.42012151378268,1.19284892386231,1.34640799165604
2.79993776529066,2.51114530851543,3.13235093945708
3.41562197552834,0.876446942444894,1.60818877725446
1.43914719148936,1.51926174167706,0.0448012784484355
1.17881345380482,1.58520626808414,4.55908348833786
3.04033210636929,2.80819898409207,5.22527325422145
4.91877506239651,2.68904592521717,2.00491603985541
5.13843656418519,2.87189496594149,2.28571777715997
2.03172174347706,1.33470730407484,5.53199508343439
1.67362865537683,1.79465373109364,6.23833692776559
0.248242797613803,0.485044652371608,3.24489335229003
0.20681747574044,1.14293140828109,2.21202777106232
1.50669885702885,1.59223645761442,2.04114555778252
0.514800007681804,2.2654457663601,1.44834840636911
1.1741779213243,0.438994734838964,1.82515483858941
0.725642450477325,2.76741805855976,5.39122080261226
3.93279751895852,1.10877500586449,0.63780596012152
2.93358375279465,1.38004223476753,4.79571387282496
4.86324857780357,1.8742340134687,4.84300084148501
1.34036507705288,2.28031715015961,3.18320452960879
2.42926745974681,2.78297697275522,4.92141960914217
0.0691608953572416,1.31199419978199,5.74317719871417
4.41895248675631,2.85903318130578,4.7266192802553
1.73909883381851,1.59969301842683,5.39075205118131
1.90856597201342,1.96184229467782,4.84785056856964
1.40832264305941,1.31605925598675,2.51631786813237
3.54549006656804,1.57125306724264,2.08872997568184
6.08060445796156,0.303072648730721,1.60706176692017
4.88114909851311,1.26996461941266,4.66011693228953
2.89643627490737,1.92405510605952,3.49907979751143
3.52005663584799,2.50732036477566,5.30468360877569
2.6828719799095,2.23352892134939,1.47659159635349
1.32889478506914,1.39867222285844,4.68195576520076
0.167096434518862,1.72738105753794,4.57021653814838
4.74266185705847,1.80376219247268,6.22512644377866
2.76709664180258,2.10901062836058,2.94125995208056
5.24107310422323,1.88873590993933,5.470605126284
5.01819978896471,1.50032411858172,4.56885660043309
0.0187596964627386,1.81035958278847,3.62274433795148
1.30521548147734,1.51109710521551,2.89111805543252
6.26773351865526,1.65041311760761,2.40621851665197
3.6865975778126,1.54226905006477,1.50726782351084
1.53005085228849,0.362743401645189,6.00367135631175
6.05155333398414,2.565250888344,1.41219982719917
6.23808930681162,1.18410914735733,1.44967860429965
1.79184924720277,2.37883571735848,1.38857663880904
5.80582812113598,1.24205146748654,5.30034486221906
6.24441577459747,1.74013629735889,4.77786123130213
1.12848714197667,1.70974090173727,5.78759064466854
1.62769037370884,2.47223917036401,1.11506761338213
2.96608422945492,1.63952328238188,4.66451973272502
4.82803155676639,1.87835546801035,0.70753933682025
4.46056859101582,0.792391671354638,2.97287030428931
3.45840712410347,2.16311625497254,0.0517095492868993
4.24743988222292,1.42735646821504,4.13759365502539
1.16074520035703,2.19367028940193,3.00235173583332
0.853962826166022,2.62786378444868,5.20761736866261
5.42703906646647,2.56313758503603,2.2081837843206
0.646906099972547,2.93309545372206,0.676845389921334
1.23173579487839,1.59358185803819,2.45138422695419
3.57996031080759,1.14784285543211,5.74237756884191
4.58996243524858,1.70150728174829,4.73885306189462
1.87730787680561,0.761687618735641,3.99042154872571
4.37239023848366,1.82232070908683,1.90765311185506
4.52934402705228,1.48566696904234,5.85501303376852
4.75702639722172,2.70826251538632,6.05555589360595
1.56368647117473,1.93160571878575,3.26476157595503
6.25085812695586,1.54848366075758,3.19672924787108
5.1267928896555,1.49772095159139,4.34173319876162
1.68014621897862,0.345477438753207,0.0420391382267002
1.74197084152047,2.67833352977761,0.274818710081518
5.58446188422518,2.41661447704394,5.45163989996682
0.265660601387018,1.37833366369391,2.58232720693641
1.43415670137067,0.884857850806371,2.11882296902754
1.77695774637201,1.57529578449274,2.74474420302113
1.8096369218975,1.66707681721299,2.50237029746211
6.21632717444965,0.621983430898676,1.913055846787
5.8293708046193,1.57338318439481,5.8201079333544
2.0209239608196,1.64304925672675,0.533474124645664
0.0105287265189036,1.24811642232093,5.68298616008631
4.30507934631776,0.554060390982651,2.35731829910529
3.05288336380385,0.528956781201721,4.43192094712564
4.20240972590958,2.44346674086863,6.11210377938439
5.87129063353303,1.62686248988018,4.26823671161131
4.59323144232649,1.99020539221323,2.98546778678085
3.16168288816187,2.69257915068002,1.80336379100302
4.60839688140605,0.787675110766232,4.35637735374885
3.10086496545573,1.05132814121337,3.48527685456487
5.7957117135993,1.52759330059914,3.29902033070133
4.99587019826838,2.27489534156272,3.07017410831973
5.37960574566175,0.583140455902412,0.954890531434929
3.30590104789222,1.83648529177955,5.91483038437547
2.57587974304702,2.02915022115654,0.761926486984047
2.23274948751254,1.35636285859494,1.74405397652906
0.843829021675884,2.39282771855453,1.87584310137129
3.2929631767373,1.29453896369175,5.78731626663524
6.10748753344744,1.44841036180874,4.81574959387768
1.20409211036956,1.50790548111084,5.72087819723429
1.40639288439295,2.3034646124392,3.20435883010718
0.499370596475331,2.00871296451187,5.89088292817845
6.00882600919551,1.43362182701282,3.12222676745805
2.95518187608546,0.840528067711458,3.15683013552738
1.84470310389678,1.64801619270018,3.41594426769061
5.24556285203445,0.573563415026814,0.0519893786895613
5.46643506186844,0.465695518379391,3.66705171224027
1.87063834980838,1.48037764821593,3.15347028575002
1.36028714615426,1.43557166280786,1.41816709987212
4.90496511360653,0.511560430981863,4.55326505762781
0.411206432660063,2.26671180208251,1.04647873497949
4.56983420212185,2.79152693049519,1.39192558236546
4.30089625360415,1.41091349201591,1.34720963702686
6.06127443884573,1.90621381738872,6.1747100568107
1.21706000762195,1.80446054237279,5.98333753643033
3.24899581302595,2.50574452797177,1.27707571913072
3.00215818645185,2.64293198292532,4.61266322213611
2.9638194852201,2.18936615380121,1.02780079573414
5.7300250265329,0.598742549756452,1.88054842287944
3.73924735489747,2.61906467013586,5.14847889487742
6.26696278920668,2.27019012767102,0.410550051455974
4.66966990356699,1.61900062220863,6.23482283756368
4.03318183904702,0.144921123929018,0.374160189080462
4.63821531341063,1.60378062976986,4.96651898836453
3.77860628211422,1.25201073479914,5.3575681020457
1.09924440415438,2.2616175759709,1.22443452857381
2.95354457701027,1.78409257452181,5.06579955218594
0.278091772714558,2.24110692098499,0.388534608380088
2.64063469881451,1.63441952561404,0.497796116644585
0.297467576101915,2.16428258036461,3.32443116115365
3.96382961181326,3.00451025661454,5.66878153440528
1.17477416603033,0.168042592240262,1.83313003512511
0.0375634333912509,2.03016598458142,3.96221629798314
4.41657740803437,2.29103334528103,1.54807292196872
0.174638827874142,0.605413519364108,1.34705345993084
4.59566910802368,1.75702661976666,4.32647398388559
2.45124008391671,0.626546970241521,3.61416524699598
1.10268553311174,1.06813864916572,4.92323292992466
2.69047721271688,0.983523956880801,0.62170626128968
5.98766246266724,1.87108780062355,4.26656755502189
4.66459234087802,2.51354771652764,6.07277581041728
5.09429544221872,1.00769226247093,6.05052070070618
3.44834858976132,1.8799570982932,1.42528283754478
5.69264367473794,0.578621333270049,1.91426331990805
3.29204054637131,0.869888968366089,2.69998729335465
4.85306718413435,1.21450458705909,2.96028764119815
3.94947465866276,2.23777484190295,4.83108348916579
6.10472773156402,1.03004031593244,3.51261997729609
1.52995263603513,1.0377047276632,2.09498331163395
1.29395705657108,1.62263020514793,3.54705078441163
4.34136865987568,1.61904259046335,0.429872594298552
0.271542919043187,1.09953764764043,4.08813031203344
0.442031306377403,2.87346431212645,0.212669461037557
3.05739092456998,2.14810482957766,4.88686655654347
1.80039378026541,0.67816493698364,5.95559465165369
2.0321898254939,2.55905176078053,5.55186231440682
4.49286825938959,1.40502851627143,4.19942512814409
4.7721949743978,1.45569453892271,4.91347564382835
3.03651013159294,2.49770452923589,4.75608097074366
4.76968314243666,1.05881893153453,4.95157972664947
1.68405489978293,1.86531678780273,5.83615977447719
2.32907488922333,0.149070105620127,3.79176554019452
3.21115843767579,1.64892981611773,1.99735048808682
3.2555344449652,1.84523955844824,2.80517086789925
4.74639555503898,1.99071748941962,4.135813549726
4.57506947271284,2.89341913175206,6.13411810409534
4.81762312910407,1.12077209957575,1.55453164493854
3.01263035032956,1.96223870006248,2.09580975973639
3.17690390820478,1.69791797736772,3.13346319235445
4.63995881565879,2.82973631906356,1.77597810836861
1.533726908052,1.47394906560661,5.99837662720219
1.22056767594949,1.47656408540463,6.16814353994167
2.94594163356474,1.48788111925512,6.11944377478733
6.13406564565646,1.18655063670923,1.17323514054006
5.68278742644607,2.76377574738279,0.826472082303682
0.292746595778182,0.691814441381853,1.23347753620634
4.467565109497,1.0625817917909,4.93583786646965
6.12406351282809,1.63745019531612,1.60771522057208
3.68960656904927,1.11225448088334,2.950277409068
1.22014566005976,1.76074653516817,1.58281588813533
4.89936412697367,0.835273498512731,5.23630438512033
4.85732207215808,1.36949710901808,1.84127820789973
6.2000715645435,2.38167803691055,1.43019703692991
3.88032003079703,2.46226781366478,1.39036013790635
4.66496019624821,1.59099310967274,4.27531544543197
2.831483662893,1.54783962873853,5.4785081612515
1.36781124507123,1.62370418581635,0.411514124753219
0.47914085018388,1.68401997899888,2.75081666675409
3.16849102410697,0.8736298024552,1.49196064213034
3.14236276699804,0.820952626947897,1.80795250781723
3.52381916425419,0.629852397030792,4.39624353434624
1.46728999826678,1.45743823601517,3.91603943171256
6.17562840916283,1.8805577862401,0.11641631666884
1.8440721707337,1.38042629738279,4.59541141263001
2.92162377019468,2.48634041249449,3.16056144260359
4.57205518665529,1.28065730221928,1.96513347788034
1.06535204843485,1.64399988286064,5.64600060109073
2.82658441915134,1.67237656545258,1.76524710494471
4.77648989099594,1.72812561990045,2.55326478120618
1.67527786798388,1.43522809820116,5.14542354186009
4.07472258062247,1.32632025959371,0.586889272339171
2.69656141071401,2.10120451087934,5.94766672744309
4.6181667938867,1.27988282216866,2.22419047568836
3.54593840563169,2.02521869423557,3.76824642189397
1.26691284072537,1.26569479420522,3.66351433612604
4.60532107936421,1.44881265668507,2.71582185154987
4.98459140936612,1.55660690307038,6.17913503584137
2.79988683210566,2.00654403719067,0.355649344159539
2.13307690107452,2.84939886941524,3.56045572170253
3.25576267870483,1.70250754734588,0.913509194083824
5.71825037127561,0.185238583873006,1.73282389803783
2.52056846273596,0.376687600098334,4.90410294572697
