phi1 ,Phi ,phi2 
1.33752018582271,1.42042977436543,4.41688745273364
2.42250544835243,1.24748611240642,0.102388584883485
3.19723515849918,1.75882700414101,1.49369718172487
2.67687395656964,1.1918117142381,5.09461598614622
1.56036799517121,2.99025594292307,3.25128011174188
1.31075150458158,2.0347631871964,5.64958768321753
1.08882243293443,2.19603161838103,4.54830489679182
5.0388533604716,1.79973116579565,3.33346878775359
1.73760286573866,2.16864567019414,4.29792210520444
0.0437990626707592,2.11236396960568,6.04626003894913
4.93449576792764,1.59807866654387,3.84724780998145
3.80163368492722,0.986850044978153,1.11072710161316
5.69433343949573,2.41029540217562,3.92094220396252
3.2291894959728,1.38239684765336,0.0855029828980616
3.74847102331126,2.16063481310217,3.09697366180378
1.9684894166105,1.35560084125542,4.38738135384194
4.51495904247061,2.51364448152736,5.86949814818435
4.1586663922536,1.00968009202605,6.19663051381906
4.95963391380753,2.08834622920168,2.95933056555725
5.11728037119783,1.47128068841355,4.67620270613101
0.115486863413068,1.44780267447756,5.38113241078262
5.95040319214683,0.675075184247888,2.70614329648934
0.289678490672879,1.23611123856787,1.65225702428794
3.46510185430855,1.82228427555173,2.17254421168018
2.52401626955526,0.269753179321912,0.414856920533472
1.24432105120632,1.26469882485715,0.212275464772218
1.80523746972889,1.6886898474352,1.2021718558264
3.38734665360448,1.94575812303905,1.69123484777569
4.00393344966575,1.63372920308749,3.10359415342106
1.62041315552513,2.37511953280895,0.308856435011664
0.266553484681142,2.04177272552157,4.98930950211029
3.49459016172199,0.852702376249928,2.36966669259596
5.69056490107056,2.39225682409753,1.50688658345992
5.14949285582106,1.58859704354944,4.5825429446144
4.13403451040746,2.7581044130257,2.94881476496565
3.12098330092192,2.44787465088999,3.91987449900182
0.331281079126485,1.25369528174005,1.69601046328745
1.70662770644445,2.02787033139503,0.469358035128995
5.11069705736872,1.53016602354987,4.81582329092059
2.79112510275463,0.689666029945206,1.95007558896371
4.21309562268187,2.20994520558971,2.34673833195711
1.94790619972019,1.92419998818914,0.237004587283321
3.54969585582832,0.523048811308615,5.83074721611961
2.74105133136,2.3664262116806,3.97936454428652
1.63688968781029,1.671196761071,0.417611759359106
0.557456518628033,1.31291757208974,1.8222390287748
0.615260239523652,0.767065334888524,3.23462303350503
3.46829906557797,1.01706902226844,0.233755471692669
4.60072538511676,1.51506210828375,2.71388651530242
1.30738372497586,1.74764750047001,4.85514654280636
6.11856433100933,2.39636861119959,2.62678255377796
3.1950903447203,1.62326998550377,4.92999308141968
4.62559863270269,2.10500973970557,0.500108083036852
5.82855950241123,0.887605847803997,3.36139846968847
1.13341145278595,2.69385833448275,4.01001305160334
3.10262345443767,2.52337252529398,4.36299855586856
4.53918715467923,1.36255796771332,4.97911879427583
2.32173755449896,0.564178020290835,2.21635642587496
2.9139882476865,0.988447905754176,0.473506660065758
3.06012983674494,1.7583622415488,4.53594527668519
4.66248454676947,1.64790838885661,4.96829567158977
5.05816736089259,1.29852671715479,1.78957035069589
5.1119321688501,1.45813414363457,4.90590093443586
0.473860794228023,0.613412144257604,0.365152735993844
3.04881649734698,1.34150604413851,2.53623494722315
0.459854827603982,0.674767330351226,4.70996471558293
4.39424023869233,2.53163908859893,6.13150313428916
3.91865947431264,1.59571933859593,0.181605554653414
1.74861982501295,2.89091278465944,6.00853576189611
4.70021531498265,0.93737790758465,1.56216601865638
3.97006188747052,0.639611625589488,1.44403036807079
3.72899346513655,2.94936132650468,5.3565409046857
6.04610399992737,2.04352052586248,5.13348816363181
2.09685710955015,0.244091778432042,5.91240894880663
5.94661659131873,1.98316077167306,1.96967091183339
1.4339087898993,1.69437217342735,5.88388016546663
5.83840851412265,1.23083193416282,3.97729541951139
5.2989153709157,1.34170558667369,4.83987246766041
6.13360791160289,1.13081176842249,1.91756700157029
4.13611858315387,2.64296828262348,3.28311562398006
4.556886498918,2.43045469687877,0.795179054147087
6.14845160680969,1.34599388240995,3.25735251833224
2.79650937624054,1.69170903637213,5.04335527061615
0.0715508651708734,1.48167948292829,1.18029692738283
1.80489814062198,2.17153466585919,4.00139383088171
3.60541422867841,2.16915392255694,5.80262752764571
1.31526816890137,1.32546520912249,3.97920891370526
0.321854776838184,1.08831921214297,2.18069777862077
4.59911600694115,1.29191726798116,4.19924896442751
5.74437175014415,1.89581207450962,3.80747676240942
0.965892495595531,1.10442654283394,1.38625517515156
3.12942101454875,0.667788683887552,1.09445824247848
1.45459211536698,1.2765740966283,2.71656795232183
0.203199943862084,0.719364030311583,2.59310682393389
0.391248318198553,1.61750188222599,1.53619688783651
4.54556815971159,1.67683983369111,1.03085744036833
4.52365538275391,2.03464743009031,5.77492369352261
0.668400909902402,2.36691427475164,5.09868117740944
0.958657327356594,2.48469499414303,5.6387516148366
5.9467450043806,0.957252734947417,1.0011300213861
2.52482263108039,1.25352058880139,3.05992199748764
4.36665313769227,2.04840776109752,1.66070557475758
2.14431507510321,1.02130783013624,3.48307151857816
0.0765604317897446,0.3584972365673,1.90448225488681
4.22642652488394,2.01426404653032,3.84539648862493
2.55077702032294,1.966934081131,2.84101071663473
